;adr;price;rooms;area;floor;items
1269;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;3-комн.;63.35 м2;13/25 этаж;13/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1270;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);107 351 BYN;1-комн.;42.36 м2;2/25 этаж;2/25 каркасно-блочный, площадь 42,36/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1271;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;3-комн.;63.35 м2;3/25 этаж;3/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1272;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;2-комн.;63.35 м2;2/25 этаж;2/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1273;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;3-комн.;63.35 м2;5/25 этаж;5/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1274;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;2-комн.;63.35 м2;2/25 этаж;2/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1275;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;3-комн.;63.35 м2;6/25 этаж;6/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1276;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;3-комн.;63.35 м2;6/25 этаж;6/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1277;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;3-комн.;63.35 м2;7/25 этаж;7/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1278;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;3-комн.;63.35 м2;9/25 этаж;9/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
1279;г. Минск, ул. Николы Теслы, д.28 (Октябрьский район);155 916 BYN;3-комн.;63.35 м2;7/25 этаж;7/25 каркасно-блочный, площадь 63,35/—/—, лоджия застекленная, телефон: нет, год постройки 2023, Свободная планировка, новостройка.
